Notes,County,County Code,Year,Year Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Sandusky County, OH",39143,2012,2012,Drug-induced causes,D,101,60510,166.9
,"Sandusky County, OH",39143,2013,2013,Drug-induced causes,D,112,60098,186.4
,"Sandusky County, OH",39143,2014,2014,Drug-induced causes,D,113,60179,187.8
,"Sandusky County, OH",39143,2015,2015,Drug-induced causes,D,94,59679,157.5
,"Sandusky County, OH",39143,2016,2016,Drug-induced causes,D,105,59330,177
,"Scioto County, OH",39145,1999,1999,Drug-induced causes,D,16,79640,Unreliable
,"Scioto County, OH",39145,2000,2000,Drug-induced causes,D,17,79195,Unreliable
,"Scioto County, OH",39145,2001,2001,Drug-induced causes,D,23,78784,29.2
,"Scioto County, OH",39145,2002,2002,Drug-induced causes,D,27,78652,34.3
,"Scioto County, OH",39145,2003,2003,Drug-induced causes,D,27,78278,34.5
,"Scioto County, OH",39145,2004,2004,Drug-induced causes,D,35,77788,45
,"Scioto County, OH",39145,2005,2005,Drug-induced causes,D,40,77926,51.3
,"Scioto County, OH",39145,2006,2006,Drug-induced causes,D,37,78285,47.3
,"Scioto County, OH",39145,2007,2007,Drug-induced causes,D,149,78775,189.1
,"Scioto County, OH",39145,2008,2008,Drug-induced causes,D,193,79133,243.9
,"Scioto County, OH",39145,2009,2009,Drug-induced causes,D,163,79241,205.7
,"Scioto County, OH",39145,2010,2010,Drug-induced causes,D,203,79499,255.3
,"Scioto County, OH",39145,2011,2011,Drug-induced causes,D,202,79277,254.8
,"Scioto County, OH",39145,2012,2012,Drug-induced causes,D,193,78477,245.9
,"Scioto County, OH",39145,2013,2013,Drug-induced causes,D,164,78153,209.8
,"Scioto County, OH",39145,2014,2014,Drug-induced causes,D,173,77258,223.9
,"Scioto County, OH",39145,2015,2015,Drug-induced causes,D,199,76825,259
,"Scioto County, OH",39145,2016,2016,Drug-induced causes,D,225,76088,295.7
,"Seneca County, OH",39147,2003,2003,Drug-induced causes,D,16,58006,Unreliable
,"Seneca County, OH",39147,2005,2005,Drug-induced causes,D,15,57664,Unreliable
,"Seneca County, OH",39147,2006,2006,Drug-induced causes,D,23,57406,40.1
,"Seneca County, OH",39147,2007,2007,Drug-induced causes,D,99,57289,172.8
,"Seneca County, OH",39147,2008,2008,Drug-induced causes,D,119,57199,208
,"Seneca County, OH",39147,2009,2009,Drug-induced causes,D,84,56897,147.6
,"Seneca County, OH",39147,2010,2010,Drug-induced causes,D,88,56745,155.1
,"Seneca County, OH",39147,2011,2011,Drug-induced causes,D,110,56469,194.8
,"Seneca County, OH",39147,2012,2012,Drug-induced causes,D,137,56018,244.6
,"Seneca County, OH",39147,2013,2013,Drug-induced causes,D,106,55914,189.6
,"Seneca County, OH",39147,2014,2014,Drug-induced causes,D,109,55669,195.8
,"Seneca County, OH",39147,2015,2015,Drug-induced causes,D,112,55610,201.4
,"Seneca County, OH",39147,2016,2016,Drug-induced causes,D,108,55353,195.1
,"Shelby County, OH",39149,2007,2007,Drug-induced causes,D,64,49284,129.9
,"Shelby County, OH",39149,2008,2008,Drug-induced causes,D,69,49454,139.5
,"Shelby County, OH",39149,2009,2009,Drug-induced causes,D,68,49540,137.3
,"Shelby County, OH",39149,2010,2010,Drug-induced causes,D,70,49423,141.6
,"Shelby County, OH",39149,2011,2011,Drug-induced causes,D,82,49307,166.3
,"Shelby County, OH",39149,2012,2012,Drug-induced causes,D,69,49167,140.3
,"Shelby County, OH",39149,2013,2013,Drug-induced causes,D,69,49192,140.3
,"Shelby County, OH",39149,2014,2014,Drug-induced causes,D,87,48951,177.7
,"Shelby County, OH",39149,2015,2015,Drug-induced causes,D,89,48901,182
,"Shelby County, OH",39149,2016,2016,Drug-induced causes,D,94,48623,193.3
,"Stark County, OH",39151,1999,1999,Drug-induced causes,D,69,378220,18.2
,"Stark County, OH",39151,2000,2000,Drug-induced causes,D,71,378098,18.8
,"Stark County, OH",39151,2001,2001,Drug-induced causes,D,85,377295,22.5
,"Stark County, OH",39151,2002,2002,Drug-induced causes,D,82,376867,21.8
,"Stark County, OH",39151,2003,2003,Drug-induced causes,D,74,376721,19.6
,"Stark County, OH",39151,2004,2004,Drug-induced causes,D,81,376663,21.5
,"Stark County, OH",39151,2005,2005,Drug-induced causes,D,80,376050,21.3
,"Stark County, OH",39151,2006,2006,Drug-induced causes,D,82,376180,21.8
,"Stark County, OH",39151,2007,2007,Drug-induced causes,D,614,376877,162.9
,"Stark County, OH",39151,2008,2008,Drug-induced causes,D,655,377141,173.7
,"Stark County, OH",39151,2009,2009,Drug-induced causes,D,612,376210,162.7
,"Stark County, OH",39151,2010,2010,Drug-induced causes,D,683,375586,181.8
,"Stark County, OH",39151,2011,2011,Drug-induced causes,D,634,375087,169
,"Stark County, OH",39151,2012,2012,Drug-induced causes,D,716,374868,191
,"Stark County, OH",39151,2013,2013,Drug-induced causes,D,684,375432,182.2
,"Stark County, OH",39151,2014,2014,Drug-induced causes,D,737,375736,196.1
,"Stark County, OH",39151,2015,2015,Drug-induced causes,D,750,375165,199.9
,"Stark County, OH",39151,2016,2016,Drug-induced causes,D,821,373612,219.7
,"Summit County, OH",39153,1999,1999,Drug-induced causes,D,72,541737,13.3
,"Summit County, OH",39153,2000,2000,Drug-induced causes,D,71,542899,13.1
,"Summit County, OH",39153,2001,2001,Drug-induced causes,D,94,544554,17.3
,"Summit County, OH",39153,2002,2002,Drug-induced causes,D,103,544866,18.9
,"Summit County, OH",39153,2003,2003,Drug-induced causes,D,120,545163,22
,"Summit County, OH",39153,2004,2004,Drug-induced causes,D,132,545037,24.2
,"Summit County, OH",39153,2005,2005,Drug-induced causes,D,119,545029,21.8
,"Summit County, OH",39153,2006,2006,Drug-induced causes,D,137,544660,25.2
,"Summit County, OH",39153,2007,2007,Drug-induced causes,D,666,544275,122.4
,"Summit County, OH",39153,2008,2008,Drug-induced causes,D,756,543116,139.2
,"Summit County, OH",39153,2009,2009,Drug-induced causes,D,742,542135,136.9
,"Summit County, OH",39153,2010,2010,Drug-induced causes,D,793,541781,146.4
,"Summit County, OH",39153,2011,2011,Drug-induced causes,D,830,539832,153.8
,"Summit County, OH",39153,2012,2012,Drug-induced causes,D,902,540811,166.8
,"Summit County, OH",39153,2013,2013,Drug-induced causes,D,879,541824,162.2
,"Summit County, OH",39153,2014,2014,Drug-induced causes,D,939,541943,173.3
,"Summit County, OH",39153,2015,2015,Drug-induced causes,D,1043,541968,192.4
,"Summit County, OH",39153,2016,2016,Drug-induced causes,D,1099,540300,203.4
,"Trumbull County, OH",39155,1999,1999,Drug-induced causes,D,32,226084,14.2
,"Trumbull County, OH",39155,2000,2000,Drug-induced causes,D,39,225116,17.3
,"Trumbull County, OH",39155,2001,2001,Drug-induced causes,D,36,223991,16.1
,"Trumbull County, OH",39155,2002,2002,Drug-induced causes,D,47,222484,21.1
,"Trumbull County, OH",39155,2003,2003,Drug-induced causes,D,42,220889,19
,"Trumbull County, OH",39155,2004,2004,Drug-induced causes,D,65,219540,29.6
,"Trumbull County, OH",39155,2005,2005,Drug-induced causes,D,66,217926,30.3
,"Trumbull County, OH",39155,2006,2006,Drug-induced causes,D,81,216185,37.5
,"Trumbull County, OH",39155,2007,2007,Drug-induced causes,D,367,214296,171.3
,"Trumbull County, OH",39155,2008,2008,Drug-induced causes,D,392,212191,184.7
,"Trumbull County, OH",39155,2009,2009,Drug-induced causes,D,317,211290,150
,"Trumbull County, OH",39155,2010,2010,Drug-induced causes,D,357,210312,169.7
,"Trumbull County, OH",39155,2011,2011,Drug-induced causes,D,406,209264,194
,"Trumbull County, OH",39155,2012,2012,Drug-induced causes,D,370,207406,178.4
,"Trumbull County, OH",39155,2013,2013,Drug-induced causes,D,382,206442,185
,"Trumbull County, OH",39155,2014,2014,Drug-induced causes,D,352,205175,171.6
,"Trumbull County, OH",39155,2015,2015,Drug-induced causes,D,379,203751,186
,"Trumbull County, OH",39155,2016,2016,Drug-induced causes,D,418,201825,207.1
,"Tuscarawas County, OH",39157,2000,2000,Drug-induced causes,D,10,90914,Unreliable
,"Tuscarawas County, OH",39157,2004,2004,Drug-induced causes,D,10,92348,Unreliable
,"Tuscarawas County, OH",39157,2006,2006,Drug-induced causes,D,10,92271,Unreliable
,"Tuscarawas County, OH",39157,2007,2007,Drug-induced causes,D,136,92511,147
,"Tuscarawas County, OH",39157,2008,2008,Drug-induced causes,D,143,92634,154.4
,"Tuscarawas County, OH",39157,2009,2009,Drug-induced causes,D,146,92584,157.7
,"Tuscarawas County, OH",39157,2010,2010,Drug-induced causes,D,157,92582,169.6
,"Tuscarawas County, OH",39157,2011,2011,Drug-induced causes,D,162,92508,175.1
,"Tuscarawas County, OH",39157,2012,2012,Drug-induced causes,D,157,92392,169.9
,"Tuscarawas County, OH",39157,2013,2013,Drug-induced causes,D,164,92672,177
,"Tuscarawas County, OH",39157,2014,2014,Drug-induced causes,D,134,92788,144.4
,"Tuscarawas County, OH",39157,2015,2015,Drug-induced causes,D,175,92916,188.3
,"Tuscarawas County, OH",39157,2016,2016,Drug-induced causes,D,180,92420,194.8
,"Union County, OH",39159,2004,2004,Drug-induced causes,D,12,45819,Unreliable
,"Union County, OH",39159,2005,2005,Drug-induced causes,D,15,46952,Unreliable
,"Union County, OH",39159,2006,2006,Drug-induced causes,D,13,48589,Unreliable
,"Union County, OH",39159,2007,2007,Drug-induced causes,D,51,49906,102.2
,"Union County, OH",39159,2008,2008,Drug-induced causes,D,69,50856,135.7
,"Union County, OH",39159,2009,2009,Drug-induced causes,D,70,51798,135.1
,"Union County, OH",39159,2010,2010,Drug-induced causes,D,70,52300,133.8
,"Union County, OH",39159,2011,2011,Drug-induced causes,D,56,52764,106.1
,"Union County, OH",39159,2012,2012,Drug-induced causes,D,50,52715,94.8
,"Union County, OH",39159,2013,2013,Drug-induced causes,D,54,53306,101.3
,"Union County, OH",39159,2014,2014,Drug-induced causes,D,63,53776,117.2
,"Union County, OH",39159,2015,2015,Drug-induced causes,D,71,54277,130.8
,"Union County, OH",39159,2016,2016,Drug-induced causes,D,76,55457,137
,"Van Wert County, OH",39161,2007,2007,Drug-induced causes,D,42,29182,143.9
,"Van Wert County, OH",39161,2008,2008,Drug-induced causes,D,49,29075,168.5
,"Van Wert County, OH",39161,2009,2009,Drug-induced causes,D,34,28849,117.9
,"Van Wert County, OH",39161,2010,2010,Drug-induced causes,D,43,28744,149.6
,"Van Wert County, OH",39161,2011,2011,Drug-induced causes,D,44,28601,153.8
,"Van Wert County, OH",39161,2012,2012,Drug-induced causes,D,49,28744,170.5
,"Van Wert County, OH",39161,2013,2013,Drug-induced causes,D,47,28459,165.1
,"Van Wert County, OH",39161,2014,2014,Drug-induced causes,D,46,28462,161.6
,"Van Wert County, OH",39161,2015,2015,Drug-induced causes,D,34,28562,119
,"Van Wert County, OH",39161,2016,2016,Drug-induced causes,D,40,28362,141
,"Vinton County, OH",39163,2007,2007,Drug-induced causes,D,22,13566,162.2
,"Vinton County, OH",39163,2008,2008,Drug-induced causes,D,32,13452,237.9
,"Vinton County, OH",39163,2009,2009,Drug-induced causes,D,40,13474,296.9
,"Vinton County, OH",39163,2010,2010,Drug-induced causes,D,25,13435,186.1
,"Vinton County, OH",39163,2011,2011,Drug-induced causes,D,35,13367,261.8
,"Vinton County, OH",39163,2012,2012,Drug-induced causes,D,37,13239,279.5
,"Vinton County, OH",39163,2013,2013,Drug-induced causes,D,39,13276,293.8
,"Vinton County, OH",39163,2014,2014,Drug-induced causes,D,43,13234,324.9
,"Vinton County, OH",39163,2015,2015,Drug-induced causes,D,35,13048,268.2
,"Vinton County, OH",39163,2016,2016,Drug-induced causes,D,33,12921,255.4
,"Warren County, OH",39165,1999,1999,Drug-induced causes,D,15,152448,Unreliable
,"Warren County, OH",39165,2000,2000,Drug-induced causes,D,17,158383,Unreliable
,"Warren County, OH",39165,2001,2001,Drug-induced causes,D,17,167851,Unreliable
,"Warren County, OH",39165,2002,2002,Drug-induced causes,D,28,174833,16
,"Warren County, OH",39165,2003,2003,Drug-induced causes,D,29,181976,15.9
,"Warren County, OH",39165,2004,2004,Drug-induced causes,D,22,188904,11.6
,"Warren County, OH",39165,2005,2005,Drug-induced causes,D,44,195499,22.5
,"Warren County, OH",39165,2006,2006,Drug-induced causes,D,35,200630,17.4
,"Warren County, OH",39165,2007,2007,Drug-induced causes,D,215,205258,104.7
,"Warren County, OH",39165,2008,2008,Drug-induced causes,D,250,208640,119.8
,"Warren County, OH",39165,2009,2009,Drug-induced causes,D,230,211231,108.9
,"Warren County, OH",39165,2010,2010,Drug-induced causes,D,238,212693,111.9
,"Warren County, OH",39165,2011,2011,Drug-induced causes,D,218,214910,101.4
,"Warren County, OH",39165,2012,2012,Drug-induced causes,D,232,217241,106.8
,"Warren County, OH",39165,2013,2013,Drug-induced causes,D,213,219169,97.2
,"Warren County, OH",39165,2014,2014,Drug-induced causes,D,259,221659,116.8
,"Warren County, OH",39165,2015,2015,Drug-induced causes,D,260,224469,115.8
,"Warren County, OH",39165,2016,2016,Drug-induced causes,D,241,227063,106.1
,"Washington County, OH",39167,2001,2001,Drug-induced causes,D,16,62847,Unreliable
,"Washington County, OH",39167,2002,2002,Drug-induced causes,D,14,62638,Unreliable
,"Washington County, OH",39167,2005,2005,Drug-induced causes,D,11,62547,Unreliable
,"Washington County, OH",39167,2006,2006,Drug-induced causes,D,15,62387,Unreliable
,"Washington County, OH",39167,2007,2007,Drug-induced causes,D,98,62253,157.4
,"Washington County, OH",39167,2008,2008,Drug-induced causes,D,113,62040,182.1
,"Washington County, OH",39167,2009,2009,Drug-induced causes,D,109,61968,175.9
,"Washington County, OH",39167,2010,2010,Drug-induced causes,D,92,61778,148.9
,"Washington County, OH",39167,2011,2011,Drug-induced causes,D,98,61755,158.7
,"Washington County, OH",39167,2012,2012,Drug-induced causes,D,89,61475,144.8
,"Washington County, OH",39167,2013,2013,Drug-induced causes,D,105,61310,171.3
,"Washington County, OH",39167,2014,2014,Drug-induced causes,D,120,61213,196
,"Washington County, OH",39167,2015,2015,Drug-induced causes,D,143,61112,234
,"Washington County, OH",39167,2016,2016,Drug-induced causes,D,117,60610,193
,"Wayne County, OH",39169,1999,1999,Drug-induced causes,D,12,111191,Unreliable
,"Wayne County, OH",39169,2000,2000,Drug-induced causes,D,10,111564,Unreliable
,"Wayne County, OH",39169,2001,2001,Drug-induced causes,D,18,112161,Unreliable
,"Wayne County, OH",39169,2003,2003,Drug-induced causes,D,16,113067,Unreliable
,"Wayne County, OH",39169,2004,2004,Drug-induced causes,D,19,113240,Unreliable
,"Wayne County, OH",39169,2005,2005,Drug-induced causes,D,31,113603,27.3
,"Wayne County, OH",39169,2006,2006,Drug-induced causes,D,18,114263,Unreliable
,"Wayne County, OH",39169,2007,2007,Drug-induced causes,D,160,114224,140.1
,"Wayne County, OH",39169,2008,2008,Drug-induced causes,D,191,114610,166.7
,"Wayne County, OH",39169,2009,2009,Drug-induced causes,D,175,114588,152.7
,"Wayne County, OH",39169,2010,2010,Drug-induced causes,D,183,114520,159.8
,"Wayne County, OH",39169,2011,2011,Drug-induced causes,D,183,114611,159.7
,"Wayne County, OH",39169,2012,2012,Drug-induced causes,D,188,114848,163.7
,"Wayne County, OH",39169,2013,2013,Drug-induced causes,D,199,115071,172.9
,"Wayne County, OH",39169,2014,2014,Drug-induced causes,D,212,115537,183.5
,"Wayne County, OH",39169,2015,2015,Drug-induced causes,D,217,116063,187
,"Wayne County, OH",39169,2016,2016,Drug-induced causes,D,267,116470,229.2
,"Williams County, OH",39171,2004,2004,Drug-induced causes,D,15,38719,Unreliable
,"Williams County, OH",39171,2005,2005,Drug-induced causes,D,12,38546,Unreliable
,"Williams County, OH",39171,2006,2006,Drug-induced causes,D,14,38547,Unreliable
,"Williams County, OH",39171,2007,2007,Drug-induced causes,D,61,38532,158.3
,"Williams County, OH",39171,2008,2008,Drug-induced causes,D,67,38297,174.9
,"Williams County, OH",39171,2009,2009,Drug-induced causes,D,70,37950,184.5
,"Williams County, OH",39171,2010,2010,Drug-induced causes,D,71,37642,188.6
,"Williams County, OH",39171,2011,2011,Drug-induced causes,D,61,37597,162.2
,"Williams County, OH",39171,2012,2012,Drug-induced causes,D,60,37513,159.9
,"Williams County, OH",39171,2013,2013,Drug-induced causes,D,71,37500,189.3
,"Williams County, OH",39171,2014,2014,Drug-induced causes,D,78,37291,209.2
,"Williams County, OH",39171,2015,2015,Drug-induced causes,D,107,37120,288.3
,"Williams County, OH",39171,2016,2016,Drug-induced causes,D,109,37017,294.5
,"Wood County, OH",39173,1999,1999,Drug-induced causes,D,12,120869,Unreliable
,"Wood County, OH",39173,2000,2000,Drug-induced causes,D,17,121065,Unreliable
,"Wood County, OH",39173,2001,2001,Drug-induced causes,D,15,122013,Unreliable
,"Wood County, OH",39173,2002,2002,Drug-induced causes,D,11,122206,Unreliable
,"Wood County, OH",39173,2003,2003,Drug-induced causes,D,16,122826,Unreliable
,"Wood County, OH",39173,2004,2004,Drug-induced causes,D,22,124149,17.7
,"Wood County, OH",39173,2005,2005,Drug-induced causes,D,27,124698,21.7
,"Wood County, OH",39173,2006,2006,Drug-induced causes,D,27,125027,21.6
,"Wood County, OH",39173,2007,2007,Drug-induced causes,D,162,125285,129.3
,"Wood County, OH",39173,2008,2008,Drug-induced causes,D,170,125275,135.7
,"Wood County, OH",39173,2009,2009,Drug-induced causes,D,179,125384,142.8
,"Wood County, OH",39173,2010,2010,Drug-induced causes,D,178,125488,141.8
,"Wood County, OH",39173,2011,2011,Drug-induced causes,D,175,126355,138.5
,"Wood County, OH",39173,2012,2012,Drug-induced causes,D,161,128200,125.6
,"Wood County, OH",39173,2013,2013,Drug-induced causes,D,196,129264,151.6
,"Wood County, OH",39173,2014,2014,Drug-induced causes,D,205,129590,158.2
,"Wood County, OH",39173,2015,2015,Drug-induced causes,D,175,129730,134.9
,"Wood County, OH",39173,2016,2016,Drug-induced causes,D,215,130219,165.1
,"Wyandot County, OH",39175,2007,2007,Drug-induced causes,D,39,22716,171.7
,"Wyandot County, OH",39175,2008,2008,Drug-induced causes,D,44,22642,194.3
,"Wyandot County, OH",39175,2009,2009,Drug-induced causes,D,31,22644,136.9
,"Wyandot County, OH",39175,2010,2010,Drug-induced causes,D,38,22615,168
,"Wyandot County, OH",39175,2011,2011,Drug-induced causes,D,33,22692,145.4
,"Wyandot County, OH",39175,2012,2012,Drug-induced causes,D,33,22607,146
,"Wyandot County, OH",39175,2013,2013,Drug-induced causes,D,38,22447,169.3
,"Wyandot County, OH",39175,2014,2014,Drug-induced causes,D,36,22353,161.1
,"Wyandot County, OH",39175,2015,2015,Drug-induced causes,D,44,22243,197.8
,"Wyandot County, OH",39175,2016,2016,Drug-induced causes,D,36,22118,162.8
---,,,,,,,,,
"Dataset: Multiple Cause of Death, 1999-2016",,,,,,,,,
Query Parameters:,,,,,,,,,
Title:,,,,,,,,,
2013 Urbanization: All,,,,,,,,,
Autopsy: All,,,,,,,,,
Gender: All,,,,,,,,,
Hispanic Origin: All,,,,,,,,,
MCD - Drug/Alcohol Induced Causes: Drug-induced causes,,,,,,,,,
Place of Death: All,,,,,,,,,
Race: All,,,,,,,,,
States: Ohio (39),,,,,,,,,
Ten-Year Age Groups: All,,,,,,,,,
UCD - ICD-10 Codes: All,,,,,,,,,
Weekday: All,,,,,,,,,
Year/Month: All,,,,,,,,,
"Group By: County, Year, MCD - Drug/Alcohol Induced",,,,,,,,,
Show Totals: Disabled,,,,,,,,,
Show Zero Values: False,,,,,,,,,
Show Suppressed: False,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Apr 2, 2018 9:56:11 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death",,,,,,,,,
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as",,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,
"at http://wonder.cdc.gov/mcd-icd10.html on Apr 2, 2018 9:56:11 PM",,,,,,,,,
---,,,,,,,,,
Messages:,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,
2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:",,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision.,,,,,,,,,
2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality.,,,,,,,,,
3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,
http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable.,,,,,,,,,
"4. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016",,,,,,,,,
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July",,,,,,,,,
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for",,,,,,,,,
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS",,,,,,,,,
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the",,,,,,,,,
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race",,,,,,,,,
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013.",,,,,,,,,
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal",,,,,,,,,
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population",,,,,,,,,
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal",,,,,,,,,
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts.",,,,,,,,,
Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age,,,,,,,,,
Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from,,,,,,,,,
"previously published reports, due to use of the population estimates which were available at the time of release.",,,,,,,,,
5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group.,,,,,,,,,
