Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2012,White,2106-3,Cerebral meninges - Benign neoplasms,D32.0,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Meninges, unspecified - Benign neoplasms",D32.9,22,9739559,0.2,0.2
2012,White,2106-3,Other digestive organs - Uncertain neoplasms,D37.7,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,26,9739559,0.3,0.2
2012,White,2106-3,"Brain, unspecified - Uncertain neoplasms",D43.2,108,9739559,1.1,0.9
2012,White,2106-3,Polycythaemia vera,D45,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,289,9739559,3,2.3
2012,White,2106-3,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,51,9739559,0.5,0.4
2012,White,2106-3,Connective and other soft tissue - Uncertain neoplasms,D48.1,20,9739559,0.2,0.2
2012,White,2106-3,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,27,9739559,0.3,0.2
2012,White,2106-3,"Aplastic anaemia, unspecified",D61.9,46,9739559,0.5,0.4
2012,White,2106-3,Acute posthaemorrhagic anaemia,D62,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Anaemia, unspecified",D64.9,126,9739559,1.3,1
2012,White,2106-3,Disseminated intravascular coagulation [defibrination syndrome],D65,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Coagulation defect, unspecified",D68.9,42,9739559,0.4,0.3
2012,White,2106-3,"Thrombocytopenia, unspecified",D69.6,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Agranulocytosis,D70,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Sarcoidosis, unspecified",D86.9,19,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Hypothyroidism, unspecified",E03.9,69,9739559,0.7,0.5
2012,White,2106-3,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,38,9739559,0.4,0.3
2012,White,2106-3,"Insulin-dependent diabetes mellitus, without complications",E10.9,90,9739559,0.9,0.8
2012,White,2106-3,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,216,9739559,2.2,1.8
2012,White,2106-3,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,31,9739559,0.3,0.2
2012,White,2106-3,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,651,9739559,6.7,5.2
2012,White,2106-3,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,61,9739559,0.6,0.6
2012,White,2106-3,"Unspecified diabetes mellitus, with renal complications",E14.2,432,9739559,4.4,3.5
2012,White,2106-3,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,72,9739559,0.7,0.6
2012,White,2106-3,"Unspecified diabetes mellitus, with other specified complications",E14.6,25,9739559,0.3,0.2
2012,White,2106-3,"Unspecified diabetes mellitus, with multiple complications",E14.7,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Unspecified diabetes mellitus, without complications",E14.9,1360,9739559,14,10.9
2012,White,2106-3,Unspecified severe protein-energy malnutrition,E43,29,9739559,0.3,0.2
2012,White,2106-3,Retarded development following protein-energy malnutrition,E45,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Unspecified protein-energy malnutrition,E46,87,9739559,0.9,0.7
2012,White,2106-3,Other obesity,E66.8,116,9739559,1.2,1
2012,White,2106-3,"Obesity, unspecified",E66.9,92,9739559,0.9,0.8
2012,White,2106-3,Pure hypercholesterolaemia,E78.0,128,9739559,1.3,1
2012,White,2106-3,"Hyperlipidaemia, unspecified",E78.5,522,9739559,5.4,4.1
2012,White,2106-3,Organ-limited amyloidosis,E85.4,20,9739559,0.2,0.2
2012,White,2106-3,"Amyloidosis, unspecified",E85.9,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Volume depletion,E86,81,9739559,0.8,0.6
2012,White,2106-3,Hyperosmolality and hypernatraemia,E87.0,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Hypo-osmolality and hyponatraemia,E87.1,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Acidosis,E87.2,53,9739559,0.5,0.4
2012,White,2106-3,Hyperkalaemia,E87.5,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,25,9739559,0.3,0.2
2012,White,2106-3,"Metabolic disorder, unspecified",E88.9,54,9739559,0.6,0.4
2012,White,2106-3,Multi-infarct dementia,F01.1,56,9739559,0.6,0.4
2012,White,2106-3,"Vascular dementia, unspecified",F01.9,394,9739559,4,3
2012,White,2106-3,Unspecified dementia,F03,5370,9739559,55.1,40.9
2012,White,2106-3,Delirium superimposed on dementia,F05.1,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Delirium, unspecified",F05.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,61,9739559,0.6,0.6
2012,White,2106-3,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,80,9739559,0.8,0.7
2012,White,2106-3,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",F10.7,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,30,9739559,0.3,0.3
2012,White,2106-3,"Schizophrenia, unspecified",F20.9,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Depressive episode, unspecified",F32.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Unspecified mental retardation,F79,30,9739559,0.3,0.3
2012,White,2106-3,Huntington's disease,G10,51,9739559,0.5,0.4
2012,White,2106-3,Motor neuron disease,G12.2,295,9739559,3,2.4
2012,White,2106-3,Parkinson's disease,G20,966,9739559,9.9,7.8
2012,White,2106-3,Alzheimer's disease with late onset,G30.1,108,9739559,1.1,0.8
2012,White,2106-3,"Alzheimer's disease, unspecified",G30.9,3524,9739559,36.2,26.9
2012,White,2106-3,Circumscribed brain atrophy,G31.0,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Degeneration of nervous system due to alcohol,G31.2,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified degenerative diseases of nervous system,G31.8,81,9739559,0.8,0.7
2012,White,2106-3,"Degenerative disease of nervous system, unspecified",G31.9,22,9739559,0.2,0.2
2012,White,2106-3,Multiple sclerosis,G35,197,9739559,2,1.6
2012,White,2106-3,"Epilepsy, unspecified",G40.9,25,9739559,0.3,0.2
2012,White,2106-3,"Status epilepticus, unspecified",G41.9,23,9739559,0.2,0.2
2012,White,2106-3,Sleep apnoea,G47.3,56,9739559,0.6,0.4
2012,White,2106-3,Guillain-Barre syndrome,G61.0,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Polyneuropathy, unspecified",G62.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Myasthenia gravis,G70.0,27,9739559,0.3,0.2
2012,White,2106-3,"Myoneural disorder, unspecified",G70.9,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Muscular dystrophy,G71.0,41,9739559,0.4,0.4
2012,White,2106-3,Myotonic disorders,G71.1,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Infantile cerebral palsy, unspecified",G80.9,45,9739559,0.5,0.5
2012,White,2106-3,"Paraplegia, unspecified",G82.2,21,9739559,0.2,0.2
2012,White,2106-3,"Tetraplegia, unspecified",G82.5,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Normal-pressure hydrocephalus,G91.2,18,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Anoxic brain damage, not elsewhere classified",G93.1,248,9739559,2.5,2.1
2012,White,2106-3,"Encephalopathy, unspecified",G93.4,63,9739559,0.6,0.5
2012,White,2106-3,Mitral stenosis,I05.0,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Mitral valve disease, unspecified",I05.9,37,9739559,0.4,0.3
2012,White,2106-3,Disorders of both mitral and aortic valves,I08.0,43,9739559,0.4,0.3
2012,White,2106-3,Essential (primary) hypertension,I10,698,9739559,7.2,5.4
2012,White,2106-3,Hypertensive heart disease with (congestive) heart failure,I11.0,373,9739559,3.8,2.8
2012,White,2106-3,Hypertensive heart disease without (congestive) heart failure,I11.9,906,9739559,9.3,7.3
2012,White,2106-3,Hypertensive renal disease with renal failure,I12.0,355,9739559,3.6,2.8
2012,White,2106-3,Hypertensive heart and renal disease with renal failure,I13.1,38,9739559,0.4,0.3
2012,White,2106-3,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,90,9739559,0.9,0.7
2012,White,2106-3,"Acute myocardial infarction, unspecified",I21.9,4564,9739559,46.9,36.2
2012,White,2106-3,Other forms of acute ischaemic heart disease,I24.8,66,9739559,0.7,0.5
2012,White,2106-3,"Acute ischaemic heart disease, unspecified",I24.9,110,9739559,1.1,0.9
2012,White,2106-3,"Atherosclerotic cardiovascular disease, so described",I25.0,1738,9739559,17.8,13.9
2012,White,2106-3,Atherosclerotic heart disease,I25.1,7365,9739559,75.6,57.7
2012,White,2106-3,Ischaemic cardiomyopathy,I25.5,540,9739559,5.5,4.3
2012,White,2106-3,Other forms of chronic ischaemic heart disease,I25.8,75,9739559,0.8,0.6
2012,White,2106-3,"Chronic ischaemic heart disease, unspecified",I25.9,357,9739559,3.7,2.8
2012,White,2106-3,Pulmonary embolism without mention of acute cor pulmonale,I26.9,245,9739559,2.5,2
2012,White,2106-3,Primary pulmonary hypertension,I27.0,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other secondary pulmonary hypertension,I27.2,217,9739559,2.2,1.7
2012,White,2106-3,"Pulmonary heart disease, unspecified",I27.9,41,9739559,0.4,0.3
2012,White,2106-3,Acute and subacute infective endocarditis,I33.0,47,9739559,0.5,0.4
2012,White,2106-3,Mitral (valve) insufficiency,I34.0,74,9739559,0.8,0.6
2012,White,2106-3,Aortic (valve) stenosis,I35.0,525,9739559,5.4,4
2012,White,2106-3,Aortic (valve) insufficiency,I35.1,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Aortic valve disorder, unspecified",I35.9,69,9739559,0.7,0.6
2012,White,2106-3,"Endocarditis, valve unspecified",I38,244,9739559,2.5,1.9
2012,White,2106-3,Dilated cardiomyopathy,I42.0,96,9739559,1,0.8
2012,White,2106-3,Other hypertrophic cardiomyopathy,I42.2,35,9739559,0.4,0.3
2012,White,2106-3,Alcoholic cardiomyopathy,I42.6,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Cardiomyopathy, unspecified",I42.9,700,9739559,7.2,5.6
2012,White,2106-3,"Atrioventricular block, complete",I44.2,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified conduction disorders,I45.8,40,9739559,0.4,0.4
2012,White,2106-3,"Sudden cardiac death, so described",I46.1,71,9739559,0.7,0.5
2012,White,2106-3,"Cardiac arrest, unspecified",I46.9,697,9739559,7.2,5.5
2012,White,2106-3,Ventricular tachycardia,I47.2,24,9739559,0.2,0.2
2012,White,2106-3,Atrial fibrillation and flutter,I48,889,9739559,9.1,6.8
2012,White,2106-3,Ventricular fibrillation and flutter,I49.0,58,9739559,0.6,0.5
2012,White,2106-3,Sick sinus syndrome,I49.5,20,9739559,0.2,0.1
2012,White,2106-3,"Cardiac arrhythmia, unspecified",I49.9,394,9739559,4,3.2
2012,White,2106-3,Congestive heart failure,I50.0,1933,9739559,19.8,14.8
2012,White,2106-3,"Heart failure, unspecified",I50.9,213,9739559,2.2,1.7
2012,White,2106-3,"Myocarditis, unspecified",I51.4,18,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,Myocardial degeneration,I51.5,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Cardiovascular disease, unspecified",I51.6,118,9739559,1.2,0.9
2012,White,2106-3,Cardiomegaly,I51.7,55,9739559,0.6,0.5
2012,White,2106-3,Other ill-defined heart diseases,I51.8,67,9739559,0.7,0.5
2012,White,2106-3,"Heart disease, unspecified",I51.9,177,9739559,1.8,1.4
2012,White,2106-3,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other subarachnoid haemorrhage,I60.8,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Subarachnoid haemorrhage, unspecified",I60.9,161,9739559,1.7,1.4
2012,White,2106-3,Intracerebral haemorrhage in brain stem,I61.3,17,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Intracerebral haemorrhage in cerebellum,I61.4,19,9739559,0.2 (Unreliable),0.2 (Unreliable)
2012,White,2106-3,"Intracerebral haemorrhage, intraventricular",I61.5,18,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Intracerebral haemorrhage, unspecified",I61.9,495,9739559,5.1,4
2012,White,2106-3,Subdural haemorrhage (acute)(nontraumatic),I62.0,120,9739559,1.2,0.9
2012,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,330,9739559,3.4,2.7
2012,White,2106-3,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,36,9739559,0.4,0.3
2012,White,2106-3,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,23,9739559,0.2,0.2
2012,White,2106-3,Cerebral infarction due to embolism of cerebral arteries,I63.4,32,9739559,0.3,0.3
2012,White,2106-3,Other cerebral infarction,I63.8,18,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Cerebral infarction, unspecified",I63.9,126,9739559,1.3,1
2012,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,2566,9739559,26.3,19.9
2012,White,2106-3,"Cerebral aneurysm, nonruptured",I67.1,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Cerebral atherosclerosis,I67.2,27,9739559,0.3,0.2
2012,White,2106-3,Other specified cerebrovascular diseases,I67.8,44,9739559,0.5,0.4
2012,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,212,9739559,2.2,1.6
2012,White,2106-3,Sequelae of intracerebral haemorrhage,I69.1,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Sequelae of cerebral infarction,I69.3,20,9739559,0.2,0.2
2012,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,437,9739559,4.5,3.4
2012,White,2106-3,Sequelae of other and unspecified cerebrovascular diseases,I69.8,290,9739559,3,2.2
2012,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,317,9739559,3.3,2.4
2012,White,2106-3,Dissection of aorta [any part],I71.0,100,9739559,1,0.8
2012,White,2106-3,"Thoracic aortic aneurysm, ruptured",I71.1,25,9739559,0.3,0.2
2012,White,2106-3,"Thoracic aortic aneurysm, without mention of rupture",I71.2,21,9739559,0.2,0.2
2012,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,122,9739559,1.3,1
2012,White,2106-3,"Abdominal aortic aneurysm, without mention of rupture",I71.4,58,9739559,0.6,0.5
2012,White,2106-3,"Aortic aneurysm of unspecified site, ruptured",I71.8,38,9739559,0.4,0.3
2012,White,2106-3,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,21,9739559,0.2,0.2
2012,White,2106-3,Aneurysm of unspecified site,I72.9,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,268,9739559,2.8,2.1
2012,White,2106-3,Embolism and thrombosis of unspecified artery,I74.9,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,70,9739559,0.7,0.6
2012,White,2106-3,"Hypotension, unspecified",I95.9,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Influenza with pneumonia, virus not identified",J11.0,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Influenza with other respiratory manifestations, virus not identified",J11.1,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Viral pneumonia, unspecified",J12.9,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Pneumonia due to staphylococcus,J15.2,23,9739559,0.2,0.2
2012,White,2106-3,"Bacterial pneumonia, unspecified",J15.9,47,9739559,0.5,0.4
2012,White,2106-3,"Bronchopneumonia, unspecified",J18.0,23,9739559,0.2,0.2
2012,White,2106-3,"Lobar pneumonia, unspecified",J18.1,21,9739559,0.2,0.2
2012,White,2106-3,"Pneumonia, unspecified",J18.9,1818,9739559,18.7,14.2
2012,White,2106-3,"Acute bronchitis, unspecified",J20.9,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified diseases of upper respiratory tract,J39.8,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Unspecified chronic bronchitis,J42,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Emphysema, unspecified",J43.9,395,9739559,4.1,3.2
2012,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,1020,9739559,10.5,8.3
2012,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,198,9739559,2,1.6
2012,White,2106-3,Other specified chronic obstructive pulmonary disease,J44.8,61,9739559,0.6,0.5
2012,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,4713,9739559,48.4,37.7
2012,White,2106-3,"Asthma, unspecified",J45.9,91,9739559,0.9,0.8
2012,White,2106-3,Status asthmaticus,J46,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Bronchiectasis,J47,45,9739559,0.5,0.4
2012,White,2106-3,Pneumoconiosis due to asbestos and other mineral fibres,J61,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Pneumonitis due to food and vomit,J69.0,815,9739559,8.4,6.3
2012,White,2106-3,Adult respiratory distress syndrome,J80,50,9739559,0.5,0.4
2012,White,2106-3,Pulmonary oedema,J81,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,522,9739559,5.4,4.2
2012,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,127,9739559,1.3,1.1
2012,White,2106-3,Pyothorax without fistula,J86.9,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Pleural effusion, not elsewhere classified",J90,41,9739559,0.4,0.3
2012,White,2106-3,"Pneumothorax, unspecified",J93.9,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Acute respiratory failure,J96.0,58,9739559,0.6,0.5
2012,White,2106-3,Chronic respiratory failure,J96.1,81,9739559,0.8,0.7
2012,White,2106-3,"Respiratory failure, unspecified",J96.9,166,9739559,1.7,1.3
2012,White,2106-3,Other disorders of lung,J98.4,126,9739559,1.3,1
2012,White,2106-3,Other specified respiratory disorders,J98.8,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Oesophagitis,K20,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Gastro-oesophageal reflux disease without oesophagitis,K21.9,22,9739559,0.2,0.2
2012,White,2106-3,Oesophageal obstruction,K22.2,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Gastric ulcer, chronic or unspecified with perforation",K25.5,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,27,9739559,0.3,0.2
2012,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified diseases of stomach and duodenum,K31.8,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Diaphragmatic hernia without obstruction or gangrene,K44.9,20,9739559,0.2,0.2
2012,White,2106-3,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Crohn's disease, unspecified",K50.9,21,9739559,0.2,0.2
2012,White,2106-3,"Ulcerative colitis, unspecified",K51.9,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Acute vascular disorders of intestine,K55.0,71,9739559,0.7,0.6
2012,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,268,9739559,2.8,2.1
2012,White,2106-3,Volvulus,K56.2,30,9739559,0.3,0.2
2012,White,2106-3,Other and unspecified intestinal obstruction,K56.6,190,9739559,2,1.5
2012,White,2106-3,"Ileus, unspecified",K56.7,21,9739559,0.2,0.2
2012,White,2106-3,Diverticular disease of large intestine with perforation and abscess,K57.2,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,44,9739559,0.5,0.3
2012,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,54,9739559,0.6,0.4
2012,White,2106-3,"Megacolon, not elsewhere classified",K59.3,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Perforation of intestine (nontraumatic),K63.1,90,9739559,0.9,0.7
2012,White,2106-3,"Disease of intestine, unspecified",K63.9,23,9739559,0.2,0.2
2012,White,2106-3,Acute peritonitis,K65.0,33,9739559,0.3,0.3
2012,White,2106-3,"Peritonitis, unspecified",K65.9,28,9739559,0.3,0.2
2012,White,2106-3,Alcoholic fatty liver,K70.0,22,9739559,0.2,0.2
2012,White,2106-3,Alcoholic hepatitis,K70.1,27,9739559,0.3,0.2
2012,White,2106-3,Alcoholic cirrhosis of liver,K70.3,348,9739559,3.6,2.9
2012,White,2106-3,Alcoholic hepatic failure,K70.4,33,9739559,0.3,0.3
2012,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,53,9739559,0.5,0.5
2012,White,2106-3,Acute and subacute hepatic failure,K72.0,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Hepatic failure, unspecified",K72.9,98,9739559,1,0.8
2012,White,2106-3,Primary biliary cirrhosis,K74.3,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,675,9739559,6.9,5.5
2012,White,2106-3,Autoimmune hepatitis,K75.4,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Fatty (change of) liver, not elsewhere classified",K76.0,61,9739559,0.6,0.5
2012,White,2106-3,Hepatorenal syndrome,K76.7,13,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Liver disease, unspecified",K76.9,127,9739559,1.3,1
2012,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,21,9739559,0.2,0.2
2012,White,2106-3,Acute cholecystitis,K81.0,54,9739559,0.6,0.4
2012,White,2106-3,"Cholecystitis, unspecified",K81.9,36,9739559,0.4,0.3
2012,White,2106-3,"Disease of gallbladder, unspecified",K82.9,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Cholangitis,K83.0,25,9739559,0.3,0.2
2012,White,2106-3,Obstruction of bile duct,K83.1,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Acute pancreatitis, unspecified",K85.9,111,9739559,1.1,0.9
2012,White,2106-3,"Disease of pancreas, unspecified",K86.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,316,9739559,3.2,2.5
2012,White,2106-3,Cellulitis of other parts of limb,L03.1,18,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Cellulitis, unspecified",L03.9,32,9739559,0.3,0.3
2012,White,2106-3,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,24,9739559,0.2,0.2
2012,White,2106-3,"Decubitus ulcer and pressure area, unspecified",L89.9,35,9739559,0.4,0.3
2012,White,2106-3,"Pyogenic arthritis, unspecified",M00.9,14,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,96,9739559,1,0.8
2012,White,2106-3,"Arthritis, unspecified",M13.9,15,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Arthrosis, unspecified",M19.9,42,9739559,0.4,0.3
2012,White,2106-3,Wegener's granulomatosis,M31.3,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Polymyositis,M33.2,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other forms of systemic sclerosis,M34.8,33,9739559,0.3,0.3
2012,White,2106-3,"Systemic sclerosis, unspecified",M34.9,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Scoliosis, unspecified",M41.9,11,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Other specified disorders of muscle,M62.8,28,9739559,0.3,0.2
2012,White,2106-3,Necrotizing fasciitis,M72.6,12,9739559,0.1 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,Unspecified osteoporosis with pathological fracture,M80.9,19,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Osteoporosis, unspecified",M81.9,36,9739559,0.4,0.3
2012,White,2106-3,"Osteomyelitis, unspecified",M86.9,46,9739559,0.5,0.4
2012,White,2106-3,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,16,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Obstructive and reflux uropathy, unspecified",N13.9,18,9739559,0.2 (Unreliable),0.1 (Unreliable)
2012,White,2106-3,"Acute renal failure, unspecified",N17.9,318,9739559,3.3,2.5
2012,White,2106-3,"Chronic kidney disease, stage 4",N18.4,10,9739559,0.1 (Unreliable),0.1 (Unreliable)
