country,year,age,obese_degree,gender,obese_status
USA,2005,20 to 24 yrs,2,female,overweight
USA,2005,20+ yrs - age-standardized,2,female,obese
USA,2005,20+ yrs - age-standardized,2,female,overweight
USA,2005,25 to 29 yrs,2,female,obese
USA,2005,25 to 29 yrs,2,female,overweight
USA,2005,30 to 34 yrs,2,female,overweight
USA,2005,30 to 34 yrs,2,female,obese
USA,2005,35 to 39 yrs,2,female,overweight
USA,2005,35 to 39 yrs,2,female,obese
USA,2005,40 to 44 yrs,2,female,overweight
USA,2005,40 to 44 yrs,2,female,obese
USA,2005,45 to 49 yrs,2,female,overweight
USA,2005,45 to 49 yrs,2,female,obese
USA,2005,50 to 54 yrs,2,female,overweight
USA,2005,50 to 54 yrs,2,female,obese
USA,2005,55 to 59 yrs,2,female,overweight
USA,2005,55 to 59 yrs,2,female,obese
USA,2005,60 to 64 yrs,2,female,overweight
USA,2005,60 to 64 yrs,2,female,obese
USA,2005,65 to 69 yrs,2,female,overweight
USA,2005,65 to 69 yrs,2,female,obese
USA,2005,70 to 74 yrs,2,female,overweight
USA,2005,70 to 74 yrs,2,female,obese
USA,2005,75 to 79 yrs,2,female,obese
USA,2005,75 to 79 yrs,2,female,overweight
USA,2005,80+ yrs,2,female,obese
USA,2005,80+ yrs,2,female,overweight
USA,2005,2 to 4 yrs,3,both,obese
USA,2005,2 to 4 yrs,3,both,overweight
USA,2005,2 to 19 yrs - age-standardized,3,both,obese
USA,2005,2 to 19 yrs - age-standardized,3,both,overweight
USA,2005,5 to 9 yrs,3,both,obese
USA,2005,5 to 9 yrs,3,both,overweight
USA,2005,10 to 14 yrs,3,both,obese
USA,2005,10 to 14 yrs,3,both,overweight
USA,2005,15 to 19 yrs,3,both,obese
USA,2005,15 to 19 yrs,3,both,overweight
USA,2005,20 to 24 yrs,3,both,obese
USA,2005,20 to 24 yrs,3,both,overweight
USA,2005,20+ yrs - age-standardized,3,both,obese
USA,2005,20+ yrs - age-standardized,3,both,overweight
USA,2005,25 to 29 yrs,3,both,overweight
USA,2005,25 to 29 yrs,3,both,obese
USA,2005,30 to 34 yrs,3,both,overweight
USA,2005,30 to 34 yrs,3,both,obese
USA,2005,35 to 39 yrs,3,both,overweight
USA,2005,35 to 39 yrs,3,both,obese
USA,2005,40 to 44 yrs,3,both,overweight
USA,2005,40 to 44 yrs,3,both,obese
USA,2005,45 to 49 yrs,3,both,obese
USA,2005,45 to 49 yrs,3,both,overweight
USA,2005,50 to 54 yrs,3,both,obese
USA,2005,50 to 54 yrs,3,both,overweight
USA,2005,55 to 59 yrs,3,both,obese
USA,2005,55 to 59 yrs,3,both,overweight
USA,2005,60 to 64 yrs,3,both,overweight
USA,2005,60 to 64 yrs,3,both,obese
USA,2005,65 to 69 yrs,3,both,overweight
USA,2005,65 to 69 yrs,3,both,obese
USA,2005,70 to 74 yrs,3,both,overweight
USA,2005,70 to 74 yrs,3,both,obese
USA,2005,75 to 79 yrs,3,both,overweight
USA,2005,75 to 79 yrs,3,both,obese
USA,2005,80+ yrs,3,both,overweight
USA,2005,80+ yrs,3,both,obese
USA,2006,2 to 4 yrs,1,male,obese
USA,2006,2 to 4 yrs,1,male,overweight
USA,2006,2 to 19 yrs - age-standardized,1,male,overweight
USA,2006,2 to 19 yrs - age-standardized,1,male,obese
USA,2006,5 to 9 yrs,1,male,overweight
USA,2006,5 to 9 yrs,1,male,obese
USA,2006,10 to 14 yrs,1,male,overweight
USA,2006,10 to 14 yrs,1,male,obese
USA,2006,15 to 19 yrs,1,male,overweight
USA,2006,15 to 19 yrs,1,male,obese
USA,2006,20 to 24 yrs,1,male,overweight
USA,2006,20 to 24 yrs,1,male,obese
USA,2006,20+ yrs - age-standardized,1,male,overweight
USA,2006,20+ yrs - age-standardized,1,male,obese
USA,2006,25 to 29 yrs,1,male,overweight
USA,2006,25 to 29 yrs,1,male,obese
USA,2006,30 to 34 yrs,1,male,obese
USA,2006,30 to 34 yrs,1,male,overweight
USA,2006,35 to 39 yrs,1,male,obese
USA,2006,35 to 39 yrs,1,male,overweight
USA,2006,40 to 44 yrs,1,male,obese
USA,2006,40 to 44 yrs,1,male,overweight
USA,2006,45 to 49 yrs,1,male,obese
USA,2006,45 to 49 yrs,1,male,overweight
USA,2006,50 to 54 yrs,1,male,obese
USA,2006,50 to 54 yrs,1,male,overweight
USA,2006,55 to 59 yrs,1,male,obese
USA,2006,55 to 59 yrs,1,male,overweight
USA,2006,60 to 64 yrs,1,male,obese
USA,2006,60 to 64 yrs,1,male,overweight
USA,2006,65 to 69 yrs,1,male,obese
USA,2006,65 to 69 yrs,1,male,overweight
USA,2006,70 to 74 yrs,1,male,overweight
USA,2006,70 to 74 yrs,1,male,obese
USA,2006,75 to 79 yrs,1,male,overweight
USA,2006,75 to 79 yrs,1,male,obese
USA,2006,80+ yrs,1,male,obese
USA,2006,80+ yrs,1,male,overweight
USA,2006,2 to 4 yrs,2,female,obese
USA,2006,2 to 4 yrs,2,female,overweight
USA,2006,2 to 19 yrs - age-standardized,2,female,obese
USA,2006,2 to 19 yrs - age-standardized,2,female,overweight
USA,2006,5 to 9 yrs,2,female,obese
USA,2006,5 to 9 yrs,2,female,overweight
USA,2006,10 to 14 yrs,2,female,overweight
USA,2006,10 to 14 yrs,2,female,obese
USA,2006,15 to 19 yrs,2,female,overweight
USA,2006,15 to 19 yrs,2,female,obese
USA,2006,20 to 24 yrs,2,female,overweight
USA,2006,20 to 24 yrs,2,female,obese
USA,2006,20+ yrs - age-standardized,2,female,overweight
USA,2006,20+ yrs - age-standardized,2,female,obese
USA,2006,25 to 29 yrs,2,female,obese
USA,2006,25 to 29 yrs,2,female,overweight
USA,2006,30 to 34 yrs,2,female,obese
USA,2006,30 to 34 yrs,2,female,overweight
USA,2006,35 to 39 yrs,2,female,obese
USA,2006,35 to 39 yrs,2,female,overweight
USA,2006,40 to 44 yrs,2,female,overweight
USA,2006,40 to 44 yrs,2,female,obese
USA,2006,45 to 49 yrs,2,female,obese
USA,2006,45 to 49 yrs,2,female,overweight
USA,2006,50 to 54 yrs,2,female,overweight
USA,2006,50 to 54 yrs,2,female,obese
USA,2006,55 to 59 yrs,2,female,overweight
USA,2006,55 to 59 yrs,2,female,obese
USA,2006,60 to 64 yrs,2,female,obese
USA,2006,60 to 64 yrs,2,female,overweight
USA,2006,65 to 69 yrs,2,female,overweight
USA,2006,65 to 69 yrs,2,female,obese
USA,2006,70 to 74 yrs,2,female,obese
USA,2006,70 to 74 yrs,2,female,overweight
USA,2006,75 to 79 yrs,2,female,obese
USA,2006,75 to 79 yrs,2,female,overweight
USA,2006,80+ yrs,2,female,overweight
USA,2006,80+ yrs,2,female,obese
USA,2006,2 to 4 yrs,3,both,obese
USA,2006,2 to 4 yrs,3,both,overweight
USA,2006,2 to 19 yrs - age-standardized,3,both,overweight
USA,2006,2 to 19 yrs - age-standardized,3,both,obese
USA,2006,5 to 9 yrs,3,both,obese
USA,2006,5 to 9 yrs,3,both,overweight
USA,2006,10 to 14 yrs,3,both,obese
USA,2006,10 to 14 yrs,3,both,overweight
USA,2006,15 to 19 yrs,3,both,obese
USA,2006,15 to 19 yrs,3,both,overweight
USA,2006,20 to 24 yrs,3,both,overweight
USA,2006,20 to 24 yrs,3,both,obese
USA,2006,20+ yrs - age-standardized,3,both,obese
USA,2006,20+ yrs - age-standardized,3,both,overweight
USA,2006,25 to 29 yrs,3,both,overweight
USA,2006,25 to 29 yrs,3,both,obese
USA,2006,30 to 34 yrs,3,both,obese
USA,2006,30 to 34 yrs,3,both,overweight
USA,2006,35 to 39 yrs,3,both,overweight
USA,2006,35 to 39 yrs,3,both,obese
USA,2006,40 to 44 yrs,3,both,overweight
USA,2006,40 to 44 yrs,3,both,obese
USA,2006,45 to 49 yrs,3,both,overweight
USA,2006,45 to 49 yrs,3,both,obese
USA,2006,50 to 54 yrs,3,both,obese
USA,2006,50 to 54 yrs,3,both,overweight
USA,2006,55 to 59 yrs,3,both,overweight
USA,2006,55 to 59 yrs,3,both,obese
USA,2006,60 to 64 yrs,3,both,obese
USA,2006,60 to 64 yrs,3,both,overweight
USA,2006,65 to 69 yrs,3,both,overweight
USA,2006,65 to 69 yrs,3,both,obese
USA,2006,70 to 74 yrs,3,both,overweight
USA,2006,70 to 74 yrs,3,both,obese
USA,2006,75 to 79 yrs,3,both,obese
USA,2006,75 to 79 yrs,3,both,overweight
USA,2006,80+ yrs,3,both,overweight
USA,2006,80+ yrs,3,both,obese
USA,2007,2 to 4 yrs,1,male,obese
USA,2007,2 to 4 yrs,1,male,overweight
USA,2007,2 to 19 yrs - age-standardized,1,male,overweight
USA,2007,2 to 19 yrs - age-standardized,1,male,obese
USA,2007,5 to 9 yrs,1,male,overweight
USA,2007,5 to 9 yrs,1,male,obese
USA,2007,10 to 14 yrs,1,male,obese
USA,2007,10 to 14 yrs,1,male,overweight
USA,2007,15 to 19 yrs,1,male,overweight
USA,2007,15 to 19 yrs,1,male,obese
USA,2007,20 to 24 yrs,1,male,obese
USA,2007,20 to 24 yrs,1,male,overweight
USA,2007,20+ yrs - age-standardized,1,male,obese
USA,2007,20+ yrs - age-standardized,1,male,overweight
USA,2007,25 to 29 yrs,1,male,obese
USA,2007,25 to 29 yrs,1,male,overweight
USA,2007,30 to 34 yrs,1,male,overweight
USA,2007,30 to 34 yrs,1,male,obese
USA,2007,35 to 39 yrs,1,male,obese
USA,2007,35 to 39 yrs,1,male,overweight
USA,2007,40 to 44 yrs,1,male,obese
USA,2007,40 to 44 yrs,1,male,overweight
USA,2007,45 to 49 yrs,1,male,overweight
USA,2007,45 to 49 yrs,1,male,obese
USA,2007,50 to 54 yrs,1,male,overweight
USA,2007,50 to 54 yrs,1,male,obese
USA,2007,55 to 59 yrs,1,male,overweight
USA,2007,55 to 59 yrs,1,male,obese
USA,2007,60 to 64 yrs,1,male,overweight
USA,2007,60 to 64 yrs,1,male,obese
USA,2007,65 to 69 yrs,1,male,obese
USA,2007,65 to 69 yrs,1,male,overweight
USA,2007,70 to 74 yrs,1,male,obese
USA,2007,70 to 74 yrs,1,male,overweight
USA,2007,75 to 79 yrs,1,male,obese
USA,2007,75 to 79 yrs,1,male,overweight
USA,2007,80+ yrs,1,male,obese
USA,2007,80+ yrs,1,male,overweight
USA,2007,2 to 4 yrs,2,female,obese
USA,2007,2 to 4 yrs,2,female,overweight
USA,2007,2 to 19 yrs - age-standardized,2,female,overweight
USA,2007,2 to 19 yrs - age-standardized,2,female,obese
USA,2007,5 to 9 yrs,2,female,obese
USA,2007,5 to 9 yrs,2,female,overweight
USA,2007,10 to 14 yrs,2,female,obese
USA,2007,10 to 14 yrs,2,female,overweight
USA,2007,15 to 19 yrs,2,female,obese
USA,2007,15 to 19 yrs,2,female,overweight
USA,2007,20 to 24 yrs,2,female,overweight
USA,2007,20 to 24 yrs,2,female,obese
USA,2007,20+ yrs - age-standardized,2,female,overweight
USA,2007,20+ yrs - age-standardized,2,female,obese
USA,2007,25 to 29 yrs,2,female,obese
USA,2007,25 to 29 yrs,2,female,overweight
USA,2007,30 to 34 yrs,2,female,overweight
USA,2007,30 to 34 yrs,2,female,obese
USA,2007,35 to 39 yrs,2,female,obese
USA,2007,35 to 39 yrs,2,female,overweight
USA,2007,40 to 44 yrs,2,female,obese
USA,2007,40 to 44 yrs,2,female,overweight
USA,2007,45 to 49 yrs,2,female,overweight
USA,2007,45 to 49 yrs,2,female,obese
USA,2007,50 to 54 yrs,2,female,overweight
USA,2007,50 to 54 yrs,2,female,obese
USA,2007,55 to 59 yrs,2,female,obese
USA,2007,55 to 59 yrs,2,female,overweight
USA,2007,60 to 64 yrs,2,female,obese
USA,2007,60 to 64 yrs,2,female,overweight
USA,2007,65 to 69 yrs,2,female,obese
USA,2007,65 to 69 yrs,2,female,overweight
USA,2007,70 to 74 yrs,2,female,overweight
USA,2007,70 to 74 yrs,2,female,obese
USA,2007,75 to 79 yrs,2,female,overweight
USA,2007,75 to 79 yrs,2,female,obese
USA,2007,80+ yrs,2,female,overweight
USA,2007,80+ yrs,2,female,obese
USA,2007,2 to 4 yrs,3,both,obese
USA,2007,2 to 4 yrs,3,both,overweight
USA,2007,2 to 19 yrs - age-standardized,3,both,obese
USA,2007,2 to 19 yrs - age-standardized,3,both,overweight
USA,2007,5 to 9 yrs,3,both,overweight
USA,2007,5 to 9 yrs,3,both,obese
USA,2007,10 to 14 yrs,3,both,overweight
USA,2007,10 to 14 yrs,3,both,obese
USA,2007,15 to 19 yrs,3,both,obese
USA,2007,15 to 19 yrs,3,both,overweight
USA,2007,20 to 24 yrs,3,both,obese
USA,2007,20 to 24 yrs,3,both,overweight
USA,2007,20+ yrs - age-standardized,3,both,overweight
USA,2007,20+ yrs - age-standardized,3,both,obese
USA,2007,25 to 29 yrs,3,both,obese
USA,2007,25 to 29 yrs,3,both,overweight
USA,2007,30 to 34 yrs,3,both,overweight
USA,2007,30 to 34 yrs,3,both,obese
USA,2007,35 to 39 yrs,3,both,overweight
USA,2007,35 to 39 yrs,3,both,obese
USA,2007,40 to 44 yrs,3,both,overweight
USA,2007,40 to 44 yrs,3,both,obese
USA,2007,45 to 49 yrs,3,both,overweight
USA,2007,45 to 49 yrs,3,both,obese
USA,2007,50 to 54 yrs,3,both,overweight
USA,2007,50 to 54 yrs,3,both,obese
USA,2007,55 to 59 yrs,3,both,obese
USA,2007,55 to 59 yrs,3,both,overweight
USA,2007,60 to 64 yrs,3,both,overweight
USA,2007,60 to 64 yrs,3,both,obese
USA,2007,65 to 69 yrs,3,both,obese
USA,2007,65 to 69 yrs,3,both,overweight
USA,2007,70 to 74 yrs,3,both,obese
USA,2007,70 to 74 yrs,3,both,overweight
USA,2007,75 to 79 yrs,3,both,overweight
USA,2007,75 to 79 yrs,3,both,obese
USA,2007,80+ yrs,3,both,overweight
USA,2007,80+ yrs,3,both,obese
USA,2008,2 to 4 yrs,1,male,overweight
USA,2008,2 to 4 yrs,1,male,obese
USA,2008,2 to 19 yrs - age-standardized,1,male,obese
USA,2008,2 to 19 yrs - age-standardized,1,male,overweight
USA,2008,5 to 9 yrs,1,male,overweight
USA,2008,5 to 9 yrs,1,male,obese
USA,2008,10 to 14 yrs,1,male,overweight
USA,2008,10 to 14 yrs,1,male,obese
USA,2008,15 to 19 yrs,1,male,overweight
USA,2008,15 to 19 yrs,1,male,obese
USA,2008,20 to 24 yrs,1,male,overweight
USA,2008,20 to 24 yrs,1,male,obese
USA,2008,20+ yrs - age-standardized,1,male,obese
USA,2008,20+ yrs - age-standardized,1,male,overweight
USA,2008,25 to 29 yrs,1,male,overweight
USA,2008,25 to 29 yrs,1,male,obese
USA,2008,30 to 34 yrs,1,male,overweight
USA,2008,30 to 34 yrs,1,male,obese
USA,2008,35 to 39 yrs,1,male,overweight
USA,2008,35 to 39 yrs,1,male,obese
USA,2008,40 to 44 yrs,1,male,overweight
USA,2008,40 to 44 yrs,1,male,obese
USA,2008,45 to 49 yrs,1,male,obese
USA,2008,45 to 49 yrs,1,male,overweight
USA,2008,50 to 54 yrs,1,male,obese
USA,2008,50 to 54 yrs,1,male,overweight
USA,2008,55 to 59 yrs,1,male,obese
USA,2008,55 to 59 yrs,1,male,overweight
USA,2008,60 to 64 yrs,1,male,overweight
USA,2008,60 to 64 yrs,1,male,obese
USA,2008,65 to 69 yrs,1,male,obese
USA,2008,65 to 69 yrs,1,male,overweight
USA,2008,70 to 74 yrs,1,male,overweight
USA,2008,70 to 74 yrs,1,male,obese
USA,2008,75 to 79 yrs,1,male,obese
USA,2008,75 to 79 yrs,1,male,overweight
USA,2008,80+ yrs,1,male,obese
USA,2008,80+ yrs,1,male,overweight
USA,2008,2 to 4 yrs,2,female,obese
USA,2008,2 to 4 yrs,2,female,overweight
USA,2008,2 to 19 yrs - age-standardized,2,female,overweight
USA,2008,2 to 19 yrs - age-standardized,2,female,obese
USA,2008,5 to 9 yrs,2,female,overweight
USA,2008,5 to 9 yrs,2,female,obese
USA,2008,10 to 14 yrs,2,female,overweight
USA,2008,10 to 14 yrs,2,female,obese
USA,2008,15 to 19 yrs,2,female,overweight
USA,2008,15 to 19 yrs,2,female,obese
USA,2008,20 to 24 yrs,2,female,overweight
USA,2008,20 to 24 yrs,2,female,obese
USA,2008,20+ yrs - age-standardized,2,female,overweight
USA,2008,20+ yrs - age-standardized,2,female,obese
USA,2008,25 to 29 yrs,2,female,overweight
USA,2008,25 to 29 yrs,2,female,obese
USA,2008,30 to 34 yrs,2,female,obese
USA,2008,30 to 34 yrs,2,female,overweight
USA,2008,35 to 39 yrs,2,female,overweight
USA,2008,35 to 39 yrs,2,female,obese
USA,2008,40 to 44 yrs,2,female,overweight
USA,2008,40 to 44 yrs,2,female,obese
USA,2008,45 to 49 yrs,2,female,obese
USA,2008,45 to 49 yrs,2,female,overweight
USA,2008,50 to 54 yrs,2,female,obese
USA,2008,50 to 54 yrs,2,female,overweight
USA,2008,55 to 59 yrs,2,female,overweight
USA,2008,55 to 59 yrs,2,female,obese
USA,2008,60 to 64 yrs,2,female,obese
USA,2008,60 to 64 yrs,2,female,overweight
USA,2008,65 to 69 yrs,2,female,overweight
USA,2008,65 to 69 yrs,2,female,obese
USA,2008,70 to 74 yrs,2,female,obese
USA,2008,70 to 74 yrs,2,female,overweight
USA,2008,75 to 79 yrs,2,female,overweight
USA,2008,75 to 79 yrs,2,female,obese
USA,2008,80+ yrs,2,female,obese
USA,2008,80+ yrs,2,female,overweight
USA,2008,2 to 4 yrs,3,both,overweight
USA,2008,2 to 4 yrs,3,both,obese
USA,2008,2 to 19 yrs - age-standardized,3,both,overweight
USA,2008,2 to 19 yrs - age-standardized,3,both,obese
USA,2008,5 to 9 yrs,3,both,overweight
USA,2008,5 to 9 yrs,3,both,obese
USA,2008,10 to 14 yrs,3,both,obese
USA,2008,10 to 14 yrs,3,both,overweight
USA,2008,15 to 19 yrs,3,both,obese
USA,2008,15 to 19 yrs,3,both,overweight
USA,2008,20 to 24 yrs,3,both,overweight
USA,2008,20 to 24 yrs,3,both,obese
USA,2008,20+ yrs - age-standardized,3,both,obese
USA,2008,20+ yrs - age-standardized,3,both,overweight
USA,2008,25 to 29 yrs,3,both,obese
USA,2008,25 to 29 yrs,3,both,overweight
USA,2008,30 to 34 yrs,3,both,obese
USA,2008,30 to 34 yrs,3,both,overweight
USA,2008,35 to 39 yrs,3,both,overweight
USA,2008,35 to 39 yrs,3,both,obese
USA,2008,40 to 44 yrs,3,both,obese
USA,2008,40 to 44 yrs,3,both,overweight
USA,2008,45 to 49 yrs,3,both,overweight
USA,2008,45 to 49 yrs,3,both,obese
USA,2008,50 to 54 yrs,3,both,obese
USA,2008,50 to 54 yrs,3,both,overweight
USA,2008,55 to 59 yrs,3,both,overweight
USA,2008,55 to 59 yrs,3,both,obese
USA,2008,60 to 64 yrs,3,both,overweight
USA,2008,60 to 64 yrs,3,both,obese
USA,2008,65 to 69 yrs,3,both,overweight
USA,2008,65 to 69 yrs,3,both,obese
USA,2008,70 to 74 yrs,3,both,overweight
USA,2008,70 to 74 yrs,3,both,obese
USA,2008,75 to 79 yrs,3,both,overweight
USA,2008,75 to 79 yrs,3,both,obese
USA,2008,80+ yrs,3,both,obese
USA,2008,80+ yrs,3,both,overweight
USA,2009,2 to 4 yrs,1,male,overweight
USA,2009,2 to 4 yrs,1,male,obese
USA,2009,2 to 19 yrs - age-standardized,1,male,overweight
USA,2009,2 to 19 yrs - age-standardized,1,male,obese
USA,2009,5 to 9 yrs,1,male,overweight
USA,2009,5 to 9 yrs,1,male,obese
USA,2009,10 to 14 yrs,1,male,obese
USA,2009,10 to 14 yrs,1,male,overweight
USA,2009,15 to 19 yrs,1,male,obese
USA,2009,15 to 19 yrs,1,male,overweight
USA,2009,20 to 24 yrs,1,male,overweight
USA,2009,20 to 24 yrs,1,male,obese
USA,2009,20+ yrs - age-standardized,1,male,obese
USA,2009,20+ yrs - age-standardized,1,male,overweight
USA,2009,25 to 29 yrs,1,male,overweight
USA,2009,25 to 29 yrs,1,male,obese
USA,2009,30 to 34 yrs,1,male,overweight
USA,2009,30 to 34 yrs,1,male,obese
USA,2009,35 to 39 yrs,1,male,overweight
USA,2009,35 to 39 yrs,1,male,obese
USA,2009,40 to 44 yrs,1,male,overweight
USA,2009,40 to 44 yrs,1,male,obese
USA,2009,45 to 49 yrs,1,male,obese
USA,2009,45 to 49 yrs,1,male,overweight
USA,2009,50 to 54 yrs,1,male,obese
USA,2009,50 to 54 yrs,1,male,overweight
USA,2009,55 to 59 yrs,1,male,obese
USA,2009,55 to 59 yrs,1,male,overweight
USA,2009,60 to 64 yrs,1,male,obese
USA,2009,60 to 64 yrs,1,male,overweight
USA,2009,65 to 69 yrs,1,male,obese
USA,2009,65 to 69 yrs,1,male,overweight
USA,2009,70 to 74 yrs,1,male,overweight
USA,2009,70 to 74 yrs,1,male,obese
USA,2009,75 to 79 yrs,1,male,overweight
USA,2009,75 to 79 yrs,1,male,obese
USA,2009,80+ yrs,1,male,overweight
USA,2009,80+ yrs,1,male,obese
USA,2009,2 to 4 yrs,2,female,overweight
USA,2009,2 to 4 yrs,2,female,obese
USA,2009,2 to 19 yrs - age-standardized,2,female,obese
USA,2009,2 to 19 yrs - age-standardized,2,female,overweight
USA,2009,5 to 9 yrs,2,female,overweight
USA,2009,5 to 9 yrs,2,female,obese
USA,2009,10 to 14 yrs,2,female,obese
USA,2009,10 to 14 yrs,2,female,overweight
USA,2009,15 to 19 yrs,2,female,overweight
USA,2009,15 to 19 yrs,2,female,obese
USA,2009,20 to 24 yrs,2,female,overweight
USA,2009,20 to 24 yrs,2,female,obese
USA,2009,20+ yrs - age-standardized,2,female,obese
USA,2009,20+ yrs - age-standardized,2,female,overweight
USA,2009,25 to 29 yrs,2,female,obese
USA,2009,25 to 29 yrs,2,female,overweight
USA,2009,30 to 34 yrs,2,female,overweight
USA,2009,30 to 34 yrs,2,female,obese
USA,2009,35 to 39 yrs,2,female,obese
USA,2009,35 to 39 yrs,2,female,overweight
USA,2009,40 to 44 yrs,2,female,obese
USA,2009,40 to 44 yrs,2,female,overweight
USA,2009,45 to 49 yrs,2,female,overweight
USA,2009,45 to 49 yrs,2,female,obese
USA,2009,50 to 54 yrs,2,female,obese
USA,2009,50 to 54 yrs,2,female,overweight
USA,2009,55 to 59 yrs,2,female,obese
USA,2009,55 to 59 yrs,2,female,overweight
USA,2009,60 to 64 yrs,2,female,overweight
USA,2009,60 to 64 yrs,2,female,obese
USA,2009,65 to 69 yrs,2,female,overweight
USA,2009,65 to 69 yrs,2,female,obese
USA,2009,70 to 74 yrs,2,female,overweight
USA,2009,70 to 74 yrs,2,female,obese
USA,2009,75 to 79 yrs,2,female,overweight
USA,2009,75 to 79 yrs,2,female,obese
USA,2009,80+ yrs,2,female,obese
USA,2009,80+ yrs,2,female,overweight
USA,2009,2 to 4 yrs,3,both,obese
USA,2009,2 to 4 yrs,3,both,overweight
USA,2009,2 to 19 yrs - age-standardized,3,both,obese
USA,2009,2 to 19 yrs - age-standardized,3,both,overweight
USA,2009,5 to 9 yrs,3,both,obese
USA,2009,5 to 9 yrs,3,both,overweight
USA,2009,10 to 14 yrs,3,both,obese
USA,2009,10 to 14 yrs,3,both,overweight
USA,2009,15 to 19 yrs,3,both,obese
USA,2009,15 to 19 yrs,3,both,overweight
USA,2009,20 to 24 yrs,3,both,obese
USA,2009,20 to 24 yrs,3,both,overweight
USA,2009,20+ yrs - age-standardized,3,both,obese
USA,2009,20+ yrs - age-standardized,3,both,overweight
USA,2009,25 to 29 yrs,3,both,overweight
USA,2009,25 to 29 yrs,3,both,obese
USA,2009,30 to 34 yrs,3,both,obese
USA,2009,30 to 34 yrs,3,both,overweight
USA,2009,35 to 39 yrs,3,both,obese
USA,2009,35 to 39 yrs,3,both,overweight
USA,2009,40 to 44 yrs,3,both,obese
USA,2009,40 to 44 yrs,3,both,overweight
USA,2009,45 to 49 yrs,3,both,obese
USA,2009,45 to 49 yrs,3,both,overweight
USA,2009,50 to 54 yrs,3,both,obese
USA,2009,50 to 54 yrs,3,both,overweight
USA,2009,55 to 59 yrs,3,both,obese
USA,2009,55 to 59 yrs,3,both,overweight
USA,2009,60 to 64 yrs,3,both,overweight
USA,2009,60 to 64 yrs,3,both,obese
USA,2009,65 to 69 yrs,3,both,obese
USA,2009,65 to 69 yrs,3,both,overweight
USA,2009,70 to 74 yrs,3,both,obese
USA,2009,70 to 74 yrs,3,both,overweight
USA,2009,75 to 79 yrs,3,both,obese
USA,2009,75 to 79 yrs,3,both,overweight
USA,2009,80+ yrs,3,both,obese
USA,2009,80+ yrs,3,both,overweight
USA,2010,2 to 4 yrs,1,male,overweight
USA,2010,2 to 4 yrs,1,male,obese
USA,2010,2 to 19 yrs - age-standardized,1,male,obese
USA,2010,2 to 19 yrs - age-standardized,1,male,overweight
USA,2010,5 to 9 yrs,1,male,overweight
USA,2010,5 to 9 yrs,1,male,obese
USA,2010,10 to 14 yrs,1,male,overweight
USA,2010,10 to 14 yrs,1,male,obese
USA,2010,15 to 19 yrs,1,male,obese
USA,2010,15 to 19 yrs,1,male,overweight
USA,2010,20 to 24 yrs,1,male,overweight
USA,2010,20 to 24 yrs,1,male,obese
USA,2010,20+ yrs - age-standardized,1,male,overweight
USA,2010,20+ yrs - age-standardized,1,male,obese
USA,2010,25 to 29 yrs,1,male,obese
USA,2010,25 to 29 yrs,1,male,overweight
USA,2010,30 to 34 yrs,1,male,overweight
USA,2010,30 to 34 yrs,1,male,obese
USA,2010,35 to 39 yrs,1,male,obese
USA,2010,35 to 39 yrs,1,male,overweight
USA,2010,40 to 44 yrs,1,male,overweight
USA,2010,40 to 44 yrs,1,male,obese
USA,2010,45 to 49 yrs,1,male,obese
USA,2010,45 to 49 yrs,1,male,overweight
USA,2010,50 to 54 yrs,1,male,overweight
USA,2010,50 to 54 yrs,1,male,obese
USA,2010,55 to 59 yrs,1,male,obese
USA,2010,55 to 59 yrs,1,male,overweight
USA,2010,60 to 64 yrs,1,male,obese
USA,2010,60 to 64 yrs,1,male,overweight
USA,2010,65 to 69 yrs,1,male,overweight
USA,2010,65 to 69 yrs,1,male,obese
USA,2010,70 to 74 yrs,1,male,overweight
USA,2010,70 to 74 yrs,1,male,obese
USA,2010,75 to 79 yrs,1,male,overweight
USA,2010,75 to 79 yrs,1,male,obese
USA,2010,80+ yrs,1,male,obese
USA,2010,80+ yrs,1,male,overweight
USA,2010,2 to 4 yrs,2,female,overweight
USA,2010,2 to 4 yrs,2,female,obese
USA,2010,2 to 19 yrs - age-standardized,2,female,obese
USA,2010,2 to 19 yrs - age-standardized,2,female,overweight
USA,2010,5 to 9 yrs,2,female,obese
USA,2010,5 to 9 yrs,2,female,overweight
USA,2010,10 to 14 yrs,2,female,overweight
USA,2010,10 to 14 yrs,2,female,obese
USA,2010,15 to 19 yrs,2,female,overweight
USA,2010,15 to 19 yrs,2,female,obese
USA,2010,20 to 24 yrs,2,female,overweight
USA,2010,20 to 24 yrs,2,female,obese
USA,2010,20+ yrs - age-standardized,2,female,overweight
USA,2010,20+ yrs - age-standardized,2,female,obese
USA,2010,25 to 29 yrs,2,female,overweight
USA,2010,25 to 29 yrs,2,female,obese
USA,2010,30 to 34 yrs,2,female,overweight
USA,2010,30 to 34 yrs,2,female,obese
USA,2010,35 to 39 yrs,2,female,obese
USA,2010,35 to 39 yrs,2,female,overweight
USA,2010,40 to 44 yrs,2,female,obese
USA,2010,40 to 44 yrs,2,female,overweight
USA,2010,45 to 49 yrs,2,female,obese
USA,2010,45 to 49 yrs,2,female,overweight
USA,2010,50 to 54 yrs,2,female,obese
USA,2010,50 to 54 yrs,2,female,overweight
USA,2010,55 to 59 yrs,2,female,overweight
